sample_name,medical_term,matched_text,plain_language_explanation,occurrence_count_in_document,example_sentence
Hypothermia - Discharge Summary,tube feeds,tube feeds,"Tube feeds are basically food that is given through a tube inserted into the body, such as the stomach or intestine.",1,The patient was started back on his tube feeds.
Multiple Medical Problems - Discharge Summary,tube feeds,tube feeds,"Tube feeds are basically food that is given through a tube inserted into the body, such as the stomach or intestine.",1,"The patient tolerated the procedure well and tube feeds were slowly restarted following the procedure, and prior to discharge were back at her predischarge rates of 120 per hour."
Discharge Summary - 8,tularemia,tularemia,Tularemia is a sickness that can spread to both animals and humans.,3,"XYZ asked me to talk to the patient about any contact with animals, given the fact that we have had a recent outbreak of tularemia here in Utah."
Discharge Summary - 9,ulcer,ulcer,A sore that's open.,2,"She has had extensive work up and had her gallbladder removed on April 22, 2007, and had an endoscopy, which had demonstrative gastric ulcer disease apparently about a year ago."
Discharge Summary - Multiple Trauma,ulcer,ulcer,A sore that's open.,3,"Decubitus ulcer, lower back.,3."
CVA - Discharge Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,2,Carotid ultrasound was reviewed and revealed a 50 to 69% obstruction of left internal carotid.
Cardiac Transfer Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,"Lower extremity Duplex ultrasound.,HOSPITAL COURSE: , Please refer to my H&P for full details."
Cellulitis - Discharge Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,"This included an ultrasound of his abdomen, which showed just mild cirrhosis."
Cholecystitis - Discharge Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,"She was admitted through the emergency room with abdominal pain, elevated bilirubin, and gallstones on ultrasound with a dilated common bile duct."
Chronic Abscesses - Discharge Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,"Had another ultrasound, which was negative for DVT."
Discharge Summary - 1,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,2,"On March 27, 2006, carotid duplex ultrasound showed: 1) Grade 1 carotid stenosis on the right; 2) No evidence of carotid stenosis on the left.,HISTORY AND PHYSICAL: ,This is a 56-year-old white male with a history of hypertension for 15 years, untreated."
Discharge Summary - 17,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,"An ultrasound was negative; however, she did undergo CT scan of the chest and abdomen and there was a suspicion of fluid circling the gallbladder."
Discharge Summary - Urology,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,3,"At that time, he was shown to have multiple bilateral renal cysts with one that did not meet classification as a simple cyst and ultrasound was recommended.,He had an ultrasound done of the cyst which showed a 2.1 x 2.7 cm mass arising from the right kidney which, again, did not fit ultrasound criteria for a simple cyst and they recommended further evaluation by an MRI as this could be a hemorrhagic cyst or a solid mass or tumor, so an MRI was scheduled on the day of discharge for further evaluation of this."
Hysterectomy - Discharge Summary - 1,ultrasound,Ultrasound,Using sound waves to take pictures inside the body.,1,Ultrasound shows a small uterine fibroid.
Intrauterine Pregnancy - Discharge Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,"All routine screening labs were normal and she underwent a high-resolution ultrasound during pregnancy.,PAST MEDICAL HISTORY: , Significant for postpartum depression after her last baby as well as a cesarean.,ALLERGIES:, SHE HAS SEASONAL ALLERGIES.,MEDICATIONS:, She is taking vitamins and iron.,PHYSICAL EXAMINATION,GENERAL: An alert gravid woman in no distress.,ABDOMEN: Gravid, nontender, non-irritable, with an infant in the vertex presentation."
Lap Chole - Discharge Summary,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,1,EKG was not available and ultrasound of the abdomen showed there is a renal cyst about 2 cm.
Neonatal Discharge Summary - 1,ultrasound,ultrasound,Using sound waves to take pictures inside the body.,3,Abdominal ultrasound showed gaseous distention without signs of obstruction.
Chronic Abscesses - Discharge Summary,ultrasounds,ultrasounds,Taking pictures inside the body using sound waves.,1,Note that the patient had serial ultrasounds given his high risk of DVT from this massive wound and need for decreased activity.
D&C - Discharge Summary,unresponsive,unresponsive,Not awake and not reacting to anything.,2,"Severe menometrorrhagia unresponsive to medical therapy.,2."
Death Summary - 2,unresponsive,unresponsive,Not awake and not reacting to anything.,1,"However, the patient became extremely weak, mostly unresponsive."
TAH - Discharge Summary,unresponsive,unresponsive,Not awake and not reacting to anything.,2,"Severe menometrorrhagia unresponsive to medical therapy.,2."
Bronchiolitis - Discharge Summary,upper airway,upper airway,"The upper airway includes the nose, mouth, and throat in the respiratory system.",1,"She does have some upper airway congestion.,CARDIOVASCULAR: Regular rate and rhythm with a 2-3/6 systolic murmur that radiates to bilateral axilla and the back.,EXTREMITIES: Her femoral pulses were 2+ and her extremities were warm and well perfused with good capillary refill.,LUNGS: Her lungs did show some slight coarseness, but good air movement with equal breath sounds."
GI Bleed - Discharge Summary,upper endoscopy,upper endoscopy,An exam of the stomach where a tool is passed through the mouth to check for issues in the food pipe and the small bowel.,1,"No masses or organomegaly.,EXTREMITIES: 1+ lower extremity edema bilaterally.,HOSPITAL COURSE: , The patient underwent upper endoscopy performed by Dr."
Discharge Summary - 1,upper extremity,upper extremity,"The upper extremity is the part of your body that includes your arm, wrist, and hand.",2,"His right leg kept improving with increased muscle strength and it was 4-5/5, however, his right upper extremity did not improve much and was 0-1/5."
Discharge Summary - ATV Accident,upper extremity,upper extremity,"The upper extremity is the part of your body that includes your arm, wrist, and hand.",5,The left upper extremity x-ray did demonstrate an open left distal humerus fracture.
Knee Surgery - Discharge Summary,upper extremity,upper extremity,"The upper extremity is the part of your body that includes your arm, wrist, and hand.",1,"On the fourth hospital day, she was noted to have some rashes about the right upper extremity and right side of her abdomen."
Neck Pain - Discharge Summary,upper extremity,upper extremity,"The upper extremity is the part of your body that includes your arm, wrist, and hand.",4,"Neck pain with right upper extremity radiculopathy.,2."
Discharge Summary - 4,ureteral,ureteral,Tubes that carry urine from the kidney to the bladder.,3,"Cystoscopy, bilaterally retrograde pyelograms, insertion of bilateral externalized ureteral stents.,2."
Discharge Summary - Urology & Nephrology,ureteral,ureteral,Tubes that carry urine from the kidney to the bladder.,1,"Normal gait.,HOSPITAL COURSE: , The patient was admitted to the hospital after inability to place a ureteral stent via ureteroscopy and cystoscopy."
Discharge Summary - Urology & Nephrology,ureteropelvic,ureteropelvic,Where the kidney hooks up to the pipe leading urine to the bladder.,1,"During the hospitalization it was decreased to 0.8 and Pseudomonas urinary tract infection, positive culture sensitive to ceftazidime and ciprofloxacin.,HISTORY OF PRESENT ILLNESS: ,The patient is a 3-1/2-year-old boy with a solitary kidney, had a ureteropelvic junction repair performed by Dr."
Discharge Summary - Urology & Nephrology,ureteroscopy,ureteroscopy,It's a procedure to look inside the bladder and ureter using a small tube with a camera.,2,"ADMITTING DIAGNOSES:, Solitary left kidney with obstruction, and hypertension, and chronic renal insufficiency.,DISCHARGE DIAGNOSES: , Solitary left kidney with obstruction and hypertension and chronic renal insufficiency, plus a Pseudomonas urinary tract infection.,PROCEDURES: , Cystoscopy under anesthesia, ureteroscopy, an attempted tube placement, stent removal with retrograde pyelography, percutaneous tube placement, and nephrostomy by Radiology.,PERTINENT LABORATORIES: , Creatinine of 1.4."
Discharge Summary - 8,ureters,ureters,Tubes that carry pee from your kidneys to your bladder.,1,"There was nothing remarkable as far as her kidneys, ureters, or bladder were concerned."
Discharge Summary - Urology,urethra,urethra,The tube that helps you pee.,1,"Osteoarthritis.,HOSPITAL COURSE:, This is a 77-year-old African-American male who was previously well until he began having gross hematuria and clots passing through his urethra on the day of admission."
COPD & Bronchitis - Discharge Summary,urinalysis,urinalysis,A test that checks what's in your pee.,1,"She was given oxygen, encouraged to eat, and suctioned as needed.,Laboratory data included a urinalysis that had 0-2 WBCs per high power field and urine culture was negative, blood cultures x2 were negative, TSH was 1.7, and chem-7, sodium 134, potassium 4.4, chloride 93, CO2 34, glucose 105, BUN 17, creatinine 0.9, and calcium 9.1."
Discharge Summary - 1,urinalysis,urinalysis,A test that checks what's in your pee.,1,"Urinary tract infection: The patient had urinalysis on March 26th, which showed a large amount of leukocyte esterase, small amount of blood with red blood cells 34, white blood cells 41, moderate amount of bacteria."
Discharge Summary - 15,urinalysis,Urinalysis,A test that checks what's in your pee.,1,Urinalysis was negative for ketones.
Discharge Summary - 19,urinalysis,Urinalysis,A test that checks what's in your pee.,1,"Urinalysis revealed trace protein, trace blood, and 10-20 WBCs."
Discharge Summary - Cholelithiasis,urinalysis,urinalysis,A test that checks what's in your pee.,1,"She can resume her medications per med rec sheets.,DISCHARGE MEDICATIONS: , As previously mentioned.,FOLLOWUP:, We will follow up on both urinalysis and cultures."
ER Report - Chest Pain & Fever,urinalysis,Urinalysis,A test that checks what's in your pee.,1,"Urinalysis showed positive nitrites, positive leukocyte esterase, 5 to 10 white cells per high power field, and 1+ bacteria rods."
Otitis Media - Discharge Summary,urinalysis,Urinalysis,A test that checks what's in your pee.,1,Urinalysis was completely unremarkable.
Discharge Summary - Cerebral Palsy,urinary,urinary,Dealing with urine or the body parts responsible for making it.,1,"On this regimen, his lower extremity edema and erythema resolved quite rapidly.,Because of urinary frequency, a bladder scan was done suggesting about 600 cc of residual urine."
Hip Surgery - Discharge Summar,urinary,urinary,Dealing with urine or the body parts responsible for making it.,2,"She denies urinary symptoms such as dysuria, urinary frequency, incomplete bladder emptying or voiding difficulties."
Urology Discharge Summary,urinary,urinary,Dealing with urine or the body parts responsible for making it.,1,"He is being discharged in satisfactory condition with a good urinary stream, minimal hematuria, and on Bactrim DS one a day for ten days with a standard postprostatic surgery instruction sheet."
Pyelonephritis - Discharge Summary,urinary diversion,urinary diversion,A surgery that creates a new pathway for urine to exit the body.,1,"History of uterine cancer and ileal conduit urinary diversion.,3."
Discharge Summary - 1,urinary tract infection,Urinary tract infection,An infection in the system that carries urine.,2,"Urinary tract infection.,4."
Discharge Summary - 12,urinary tract infection,Urinary tract infection,An infection in the system that carries urine.,1,"Urinary tract infection.,2."
Discharge Summary - 19,urinary tract infection,Urinary tract infection,An infection in the system that carries urine.,3,"Urinary tract infection.,2."
Discharge Summary - Urology & Nephrology,urinary tract infection,urinary tract infection,An infection in the system that carries urine.,3,"ADMITTING DIAGNOSES:, Solitary left kidney with obstruction, and hypertension, and chronic renal insufficiency.,DISCHARGE DIAGNOSES: , Solitary left kidney with obstruction and hypertension and chronic renal insufficiency, plus a Pseudomonas urinary tract infection.,PROCEDURES: , Cystoscopy under anesthesia, ureteroscopy, an attempted tube placement, stent removal with retrograde pyelography, percutaneous tube placement, and nephrostomy by Radiology.,PERTINENT LABORATORIES: , Creatinine of 1.4."
ER Report - Chest Pain & Fever,urinary tract infection,urinary tract infection,An infection in the system that carries urine.,3,"CHIEF COMPLAINT: , Chest pain and fever.,HISTORY OF PRESENT ILLNESS: , This 48-year-old white married female presents in the emergency room after two days of increasing fever with recent diagnosis of urinary tract infection on outpatient treatment with nitrofurantoin."
Hysterectomy - Discharge Summary - 2,urinary tract infection,urinary tract infection,An infection in the system that carries urine.,1,",DISCHARGE MEDICATIONS:, Vicodin, Motrin, and Macrodantin at bedtime for urinary tract infection suppression."
Discharge Summary - 8,urinary tract infections,urinary tract infections,"An infection in your bladder, kidneys, or other parts of the body involved in urinating.",1,"History of urinary tract infections of pyelonephritis.,OPERATIONS PERFORMED: , Chest x-ray July 24, 2007, that was normal."
Cholestasis Of Pregnancy,urination,urination,Urination is when you pee it out.,1,"The patient did well throughout the 3-day stay progressing to full diet, regular bowel movements, normal urination patterns."
COPD & Bronchitis - Discharge Summary,urine,urine,Pee is the liquid waste made by your kidneys.,1,"She was given oxygen, encouraged to eat, and suctioned as needed.,Laboratory data included a urinalysis that had 0-2 WBCs per high power field and urine culture was negative, blood cultures x2 were negative, TSH was 1.7, and chem-7, sodium 134, potassium 4.4, chloride 93, CO2 34, glucose 105, BUN 17, creatinine 0.9, and calcium 9.1."
Discharge Summary - 1,urine,Urine,Pee is the liquid waste made by your kidneys.,1,"Urine culture and sensitivity were negative.,4."
Discharge Summary - 10,urine,urine,Pee is the liquid waste made by your kidneys.,2,"Eventually, the Foley catheter was discontinued and he had excellent urine output without any complications."
Discharge Summary - 12,urine,Urine,Pee is the liquid waste made by your kidneys.,1,Urine cultures were nondiagnostic.
Discharge Summary - 17,urine,urine,Pee is the liquid waste made by your kidneys.,2,"Blood, sputum, and urine cultures were obtained; the results of which were negative for infection."
Discharge Summary - 19,urine,urine,Pee is the liquid waste made by your kidneys.,2,"The patient denies any chest pain, nausea, vomiting, fever, chills, shortness of breath, abdominal pain or any urine or bowel problems.,PAST MEDICAL HISTORY: , Can be referred to the H&P dictated in the chart.,PAST SURGICAL HISTORY: , Can be referred to the H&P dictated in the chart.,PHYSICAL EXAMINATION: ,VITAL SIGNS: At the time of discharge temperature 36.6 degree Celsius, pulse rate of 77 per minute, respiratory rate 20 per minute, blood pressure 115/63, and oxygen saturation of 94% on room air.,GENERAL: The patient is a thin built Caucasian female with no pallor, cyanosis or icterus."
Discharge Summary - 5,urine,urine,Pee is the liquid waste made by your kidneys.,2,She was followed for hemorrhagic cystitis with urine dipsticks and only showed trace amounts of blood in the urine throughout the admission.
Discharge Summary - Cerebral Palsy,urine,Urine,Pee is the liquid waste made by your kidneys.,4,Urine demonstrated 4-9 red blood cells per high-powered field with 2+ bacteria.
Discharge Summary - Cholelithiasis,urine,urine,Pee is the liquid waste made by your kidneys.,1,We will check a UA and urine culture prior to discharge.
Discharge Summary - Peripheral vascular disease,urine,urine,Pee is the liquid waste made by your kidneys.,1,"albuterol and infusion of Lasix, resulting in significant urine output."
Discharge Summary - Urology,urine,urine,Pee is the liquid waste made by your kidneys.,3,"He stated that he never had blood in his urine before, however, he does have a past history of BPH and he had a transurethral resection of prostate more than 10 years ago."
Discharge Summary - Urology & Nephrology,urine,urine,Pee is the liquid waste made by your kidneys.,2,"X, for fluid management, hypertensive management, and gave him some hydralazine and Lasix to improve his urine output, in addition to manage his blood pressure."
ER Report - Chest Pain & Fever,urine,Urine,Pee is the liquid waste made by your kidneys.,1,Urine smear and culture negative on 24 and 48 hours.
ESRD - Discharge Summary,urine,urine,Pee is the liquid waste made by your kidneys.,2,The patient was making excellent urine throughout his stay.
Hypothermia - Discharge Summary,urine,urine,Pee is the liquid waste made by your kidneys.,3,"Rule out sepsis, was negative as blood cultures, sputum cultures, and urine cultures were negative.,3."
Lap Chole - Discharge Summary,urine,Urine,Pee is the liquid waste made by your kidneys.,2,"Urine shows positive glucose, but negative for nitrite and creatinine was 7.1, sodium 131, potassium was 5.2, and lipase and amylase were normal."
Otitis Media - Discharge Summary,urine,urine,Pee is the liquid waste made by your kidneys.,1,"CBC with differential, blood culture, electrolytes, BUN, and creatinine, glucose, UA, and urine culture all were ordered."
Pyelonephritis - Discharge Summary,urine,urine,Pee is the liquid waste made by your kidneys.,1,"Klebsiella was isolated in this urine, which was sensitive to Bactrim and she was discharged on p.o."
Renal Disease - Discharge Summary,urine,urine,Pee is the liquid waste made by your kidneys.,1,"Denies any bowel or bladder loss, although he reports very little urine output secondary to his end-stage renal disease."
Discharge Summary - Lymphoma,urine ph,urine pH,Urine pH is a number that tells you how acid or alkaline your pee is.,1,She was then hydrated with bicarbonate solution to a urine pH of 8.
Discharge Summary - 4,urology,Urology,Medical field that focuses on urinary and male reproductive systems.,3,"DATE OF ADMISSION: , MM/DD/YYYY.,DATE OF DISCHARGE: , MM/DD/YYYY.,ADMITTING DIAGNOSIS:, Peritoneal carcinomatosis from appendiceal primary.,DISCHARGE DIAGNOSIS: , Peritoneal carcinomatosis from appendiceal primary.,SECONDARY DIAGNOSIS: , Diarrhea.,ATTENDING PHYSICIAN: , AB CD, M.D.,SERVICE: , General surgery C, Surgery Oncology.,CONSULTING SERVICES:, Urology.,PROCEDURES DURING THIS HOSPITALIZATION:, On MM/DD/YYYY, ,1."
Discharge Summary - 6,urology,Urology,Medical field that focuses on urinary and male reproductive systems.,4,"He was seen in Urology Clinic and Radiology Clinic on MM/DD/YYYY.,HOSPITAL COURSE: Mr."
Discharge Summary - Urology,urology,Urology,Medical field that focuses on urinary and male reproductive systems.,2,G of Urology was consulted for evaluation of his hematuria.
Discharge Summary - Urology & Nephrology,urology,Urology,Medical field that focuses on urinary and male reproductive systems.,1,"He, otherwise, did well with continuing decrease his creatinine at the time of discharge to home.,The patient was discharged home in stable condition with ciprofloxacin, enalapril, and recommendation for followup in Urology in 1 to 2 weeks for the surgical correction in 2 to 3 weeks of repeat pyeloplasty or possible ureterocalicostomy."
Discharge Summary - Gastric Bypass,ursodiol,ursodiol,A medication used to help with certain liver and gallbladder issues.,1,"She is instructed just to resume her discharge medications.,DISCHARGE MEDICATIONS:, She was given a scripts for Lortab Elixir, Flexeril, ursodiol, and Colace."
Discharge Summary - 7,urticarial,urticarial,"Urticarial means having a rash with red, raised, itchy bumps.",1,The patient has also been on high-dose prednisone for an urticarial rash.
Death Summary - 2,us,us,Taking pictures of body organs and tissues using sound waves.,1,They were allowing us to treat her aggressively medically for pneumonia and congestive heart failure.
Discharge Summary - 1,us,us,Taking pictures of body organs and tissues using sound waves.,1,"The patient can call the Clinic if he needs a follow up appointment with us, or the patient can find a primary care physician since he has insurance."
Discharge Summary - 10,us,us,Taking pictures of body organs and tissues using sound waves.,1,"He presents to us for repair of the hiatal hernia and revision of the Nissen fundoplication.,HOSPITAL COURSE: , Mr."
Discharge Summary - 15,us,us,Taking pictures of body organs and tissues using sound waves.,1,"Follow up blood pressure were some of them were in the 125 to 70 range making us think her hypertension as labile and perhaps related to the excitement of the admission.,She seem quite happy and in no distress at the time of discharge."
Discharge Summary - 4,us,us,Taking pictures of body organs and tissues using sound waves.,2,"as needed for diarrhea.,DISCHARGE INSTRUCTIONS:, The patient was instructed to contact us with any questions or concerns that may arise."
Discharge Summary - Hemodialysis,us,us,Taking pictures of body organs and tissues using sound waves.,1,He thanked us for the care that he received at Promise and thought that they did a fantastic job taking care of him.
Discharge Summary - Mesothelioma,us,us,Taking pictures of body organs and tissues using sound waves.,1,She is instructed not to drive until after she sees us in the office and is off her pain medications.
Pyelonephritis - Discharge Summary,uterine cancer,uterine cancer,"Cancer that starts in the uterus, the organ where a baby grows during pregnancy.",1,"History of uterine cancer and ileal conduit urinary diversion.,3."
Discharge Summary - Cholelithiasis,utis,UTIs,UTIs are infections in the urinary system.,1,She did complain of bladder spasms when she urinated and she did say that she has a history of chronic UTIs.
Discharge Summary - Migraine,uvula,uvula,The small dangly tissue in the back of your throat.,1,Palate and uvula elevated symmetrically.
COPD - Discharge Summary,vaccination,vaccination,Getting a shot to protect against a disease.,1,"The patient's oxygenation improved and he was able to be discharged home.,DISCHARGE DIAGNOSES: ,Chronic obstructive pulmonary disease and acute asthmatic bronchitis.,COMPLICATIONS: , None.,DISCHARGE CONDITION: , Guarded.,DISCHARGE PLAN: , Prednisone 20 mg 3 times a day for 2 days, 2 times a day for 5 days and then one daily, Keflex 500 mg 3 times a day and to resume his other preadmission medication, can be given a pneumococcal vaccination before discharge."
Intrauterine Pregnancy - Discharge Summary,vagina,vagina,The vagina is a muscle-lined passage that connects the uterus to the outside of the body.,1,"She was instructed to do no lifting, straining, or driving, to put nothing in the vagina and to see me in two weeks or with signs of severe pain, heavy bleeding, fever, or other problems."
Mullerian Adenosarcoma,vagina,vagina,The vagina is a muscle-lined passage that connects the uterus to the outside of the body.,1,"There is no heart murmur.,ABDOMEN: Nontender.,PELVIC: There is a large mass in the vagina."
Ectopic Pregnancy - Discharge Summary,vaginal,vaginal,The channel that joins the uterus to the external world.,1,"HISTORY OF PRESENT ILLNESS: , This is the case of a 31-year-old white female admitted to the hospital with pelvic pain and vaginal bleeding."
Hysterectomy - Discharge Summary - 1,vaginal,vaginal,The channel that joins the uterus to the external world.,3,"Small uterine fibroids.,OPERATION PERFORMED: ,Total vaginal hysterectomy.,BRIEF HISTORY AND PHYSICAL: ,The patient is a 42 year-old white female, gravida 3, para 2, with two prior vaginal deliveries."
Neonatal Discharge Summary,vaginal,vaginal,The channel that joins the uterus to the external world.,1,"HOSPITAL COURSE:, The patient is an 1812 g baby boy born by vaginal delivery to a 32-year-old gravida 3, para 2 at 34 weeks of gestation."
Hysterectomy - Discharge Summary,vaginal hysterectomy,vaginal hysterectomy,"A vaginal hysterectomy is a surgery to remove the uterus through the vagina, allowing for faster healing.",3,"Pelvic pain.,DISCHARGE DIAGNOSIS: , Status post vaginal hysterectomy.,COMPLICATIONS: , None.,BRIEF HISTORY OF PRESENT ILLNESS: , This is a 36-year-old, gravida 3, para 3 female who presented initially to the office with abnormal menstrual bleeding and increase in flow during her period."
Hysterectomy - Discharge Summary - 1,vaginal hysterectomy,vaginal hysterectomy,"A vaginal hysterectomy is a surgery to remove the uterus through the vagina, allowing for faster healing.",2,"Small uterine fibroids.,OPERATION PERFORMED: ,Total vaginal hysterectomy.,BRIEF HISTORY AND PHYSICAL: ,The patient is a 42 year-old white female, gravida 3, para 2, with two prior vaginal deliveries."
Hysterectomy - Discharge Summary - 2,vaginal hysterectomy,vaginal hysterectomy,"A vaginal hysterectomy is a surgery to remove the uterus through the vagina, allowing for faster healing.",3,"ADMISSION DIAGNOSIS: , Microinvasive carcinoma of the cervix.,DISCHARGE DIAGNOSIS: , Microinvasive carcinoma of the cervix.,PROCEDURE PERFORMED: , Total vaginal hysterectomy.,HISTORY OF PRESENT ILLNESS: , The patient is a 36-year-old, white female, gravida 7, para 5, last period mid March, status post tubal ligation."
Prematurity - Discharge Summary,vaginally,vaginally,A term used to describe something related to the vagina.,1,"The infant delivered vaginally, had a double nuchal cord and required CPAP and free flow oxygen."
Discharge Summary - 19,valvular,Valvular,Valvular means related to the tissues in the heart that control blood flow.,1,"Valvular heart disease.,HOSPITAL COURSE SUMMARY: , The patient is 93-year-old Caucasian female with a past medical history of hypertension, chronic atrial fibrillation, gastroesophageal reflux disease, osteoporosis and chronic right hip pain after total hip arthroplasty was admitted to our hospital for complaints of nausea and vomiting and urinary tract infection."
Discharge Summary - Peripheral vascular disease,vascular,Vascular,Blood vessels where blood travels.,4,"Peripheral vascular disease, bilateral carotid artery stenosis status post bilateral carotid endarterectomies.,2."
Pneumonia & COPD - Discharge Summary,vascular,vascular,Blood vessels where blood travels.,1,The patient's chest x-ray on admission revealed some mild vascular congestion and bilateral pleural effusions that appeared to be unchanged.
Discharge Summary - Migraine,vasculature,vasculature,The network of blood vessels in the body.,1,Retinal vasculature appeared normal.
Discharge Summary - Migraine,vasomotor,Vasomotor,It controls the size of your blood vessels.,1,Neurologic exam: Vasomotor system revealed full power throughout.
Discharge Summary - 10,vehicle,vehicle,Vehicle is the substance that holds a drug without active effect.,1,"Approximately one year ago, he was involved in a motor vehicle accident and CT scan at that time showed that he had a hiatal hernia."
Discharge Summary - Multiple Trauma,vehicle,vehicle,Vehicle is the substance that holds a drug without active effect.,3,"ADMITTING DIAGNOSIS:, Aftercare of multiple trauma from an motor vehicle accident.,DISCHARGE DIAGNOSES:,1."
Chest Pain & Respiratory Insufficiency,vein,vein,A vein is a tube in your body that brings blood back to your heart.,1,"This demonstrated patent vein grafts and patent internal mammary vessel and so there was no obvious new disease.,She may continue in the future to have angina and she will have nitroglycerin available for that if needed.,Her blood pressure has been elevated and so instead of metoprolol, we have started her on Coreg 6.25 mg b.i.d."
ER Report - Chest Pain & Fever,vein,vein,A vein is a tube in your body that brings blood back to your heart.,1,No neck vein distention is noted.
Cardio/Pulmo Discharge Summary,veins,veins,Veins are tubes that carry blood back to the heart from body parts.,1,"On the day of discharge, the patient had minimal basilar rales; his chest also showed minimal expiratory wheezes; he had no edema; his heart rate was regular; his abdomen was soft; and his neck veins were not distended."
Cardio/Pulmo Discharge Summary,venous,venous,This term refers to the blood vessels that carry blood back to the heart after it has been used up by the body's cells.,1,"The patient denied any gradual increase in wheezing, any increase in cough, any increase in chest pain, any increase in sputum prior to the onset of his sudden dyspnea.,ADMISSION PHYSICAL EXAMINATION:,GENERAL: Showed a well-developed, slightly obese man who was in extremis.,NECK: Supple, with no jugular venous distension.,HEART: Showed tachycardia without murmurs or gallops.,PULMONARY: Status showed decreased breath sounds, but no clear-cut rales or wheezes.,EXTREMITIES: Free of edema.,HOSPITAL COURSE:, The patient was admitted to the Special Care Unit and intubated."
Knee Surgery - Discharge Summary,venous,venous,This term refers to the blood vessels that carry blood back to the heart after it has been used up by the body's cells.,1,"Early in the hospital course, the patient had reported right calf tenderness and a venous Doppler study obtained on 08/27/2007 showed no DVT bilaterally."
Discharge Summary - 3,ventilated,ventilated,Assisting someone in taking in and letting out air to help them breathe.,1,"On the third day of admission she developed worsening respiratory failure with fatigue, and hence was required to be intubated and ventilated."
Death Summary - 1,ventilator,ventilator,A ventilator is a machine that helps someone breathe.,1,"The patient was not in a condition to undergo any kind of chemotherapy, being on the ventilator."
Death Summary - 1,ventilatory support,ventilatory support,Using a machine to help someone breathe when their own breathing is not enough.,1,"The patient underwent respiratory failure, requiring intubation, mechanical ventilatory support."
CVA - Discharge Summary,ventricular,ventricular,Related to the lower parts of the heart.,1,"An echocardiogram revealed mild concentric LVH with normal left ventricular function with an EF of 57%, moderate left atrial enlargement and diastolic dysfunction with mild mitral regurgitation."
Death Summary,ventricular,ventricular,Related to the lower parts of the heart.,1,RVR with a rapid ventricular response of 160 beats per minute.
Discharge Summary - 1,ventricular,ventricular,Related to the lower parts of the heart.,4,Impression: Normal left ventricular systolic function with estimated left ventricular ejection fraction of 55%.
Discharge Summary - 13,ventricular,ventricular,Related to the lower parts of the heart.,1,Permanent pacemaker was placed on 09/05/2007 with right atrium appendage and right ventricular apex electrode placement.
Pneumonia & COPD - Discharge Summary,ventricular rate,ventricular rate,The ventricular rate is how fast the heart's lower chambers contract and relax.,1,"Atrial fibrillation with episodic rapid ventricular rate, now rate control.,8."
Discharge Summary - 6,ventriculogram,ventriculogram,A ventriculogram is a special X-ray image of the heart or brain.,1,"On MM/DD/YYYY, left heart catheterization, coronary angiogram, left ventriculogram, coronary angioplasty with four Multi-Link Vision bare metal stents, two placed to the LAD in two placed to the RCA.,DISCHARGE INSTRUCTIONS: Mr."
Falls - Discharge Summary,verapamil,verapamil,A drug that helps lower blood pressure and treat heart conditions by relaxing the heart and blood vessels.,1,"p.r.n., Lasix 80 mg daily, Isordil 10 mg t.i.d., KCl 20 mEq b.i.d., lactulose 10 g daily, Cozaar 50 mg daily, Synthroid 75 mcg daily, Singulair 10 mg daily, Lumigan one drop both eyes at bed time, NitroQuick p.r.n., Pravachol 20 mg daily, Feldene 20 mg daily, Paxil 20 mg daily, Minipress 2 mg daily, Provera p.r.n., Advair 250/50 one puff b.i.d., Senokot one tablet b.i.d., Timoptic one drop OU daily, and verapamil 80 mg b.i.d.,ALLERGIES: , None.,ACTIVITY: , Per PT.,FOLLOW-UP: , The patient discharged to a skilled nursing facility for further rehabilitation."
Speech Therapy - Discharge Summary - 1,verbally,verbally,Describing something using spoken words.,1,"The patient continues to have difficulty stating verbally, yes or no, to questions as well as accurately using head gestures and to respond to yes-no questions."
Discharge Summary - Hemodialysis,vertebral,vertebral,Having to do with the spine.,1,"History of T9 vertebral fracture.,3."
Intrauterine Pregnancy - Discharge Summary,vertex,vertex,The top part of your head.,1,"All routine screening labs were normal and she underwent a high-resolution ultrasound during pregnancy.,PAST MEDICAL HISTORY: , Significant for postpartum depression after her last baby as well as a cesarean.,ALLERGIES:, SHE HAS SEASONAL ALLERGIES.,MEDICATIONS:, She is taking vitamins and iron.,PHYSICAL EXAMINATION,GENERAL: An alert gravid woman in no distress.,ABDOMEN: Gravid, nontender, non-irritable, with an infant in the vertex presentation."
Otitis Media - Discharge Summary,viral,viral,"Related to viruses, which are tiny infectious particles.",1,"White blood cell count was 8.6 with 61% neutrophils, 21% lymphocytes, 17% monocytes, suggestive of a viral infection."
